relationship_id,person_a_id,person_a_name,person_b_id,person_b_name,phone_call_count,phone_call_dates,phone_call_durations_sec,total_call_duration_sec,transaction_count,transaction_dates,transaction_amounts,total_transaction_amount,meeting_count,meeting_dates,meeting_locations,relationship_label,ground_truth_confidence,relationship_type,relationship_description
REL00491,P0349,Shreya Bansal,P0552,Neha Kumar 22714,1,2024-09-21,641,641,0,,,0.0,1,2025-06-27,Gurugram,0,0.3359,Known Associate,"Observed interaction between Shreya Bansal and Neha Kumar 22714. Available records include 1 calls, 0 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00492,P0279,Abhishek Singh,P0238,Aman Khanna,4,2025-11-05; 2026-03-16; 2024-09-08; 2026-04-11,75; 734; 170; 821,1800,2,2026-06-11; 2025-12-11,22726; 24760,47486.0,1,2024-03-18,Chandigarh,0,0.2564,Former Partner,"Observed interaction between Abhishek Singh and Aman Khanna. Available records include 4 calls, 2 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00493,P0115,Nikhil Verma,P0425,Nikhil Bansal 98958,21,2024-10-04; 2025-11-10; 2024-08-15; 2025-11-25; 2024-04-26; 2024-12-17; 2026-06-23; 2025-10-22; 2025-06-24; 2025-08-16; 2026-06-03; 2026-02-12; 2026-02-15; 2026-07-13; 2026-08-01; 2024-02-23; 2024-04-15; 2025-01-23; 2025-10-28; 2026-05-21; 2024-09-15,3283; 2499; 3080; 2815; 701; 2798; 2213; 501; 1465; 126; 938; 1958; 3293; 309; 588; 2069; 342; 2573; 759; 1808; 2703,36821,1,2024-11-01,21149,21149.0,4,2025-04-01; 2026-06-19; 2024-02-19; 2024-07-27,Delhi; Lucknow; Lucknow; Delhi,0,0.3812,Acquaintance,"Observed interaction between Nikhil Verma and Nikhil Bansal 98958. Available records include 21 calls, 1 transactions, and 4 meetings. Evidence does not establish a meaningful relationship."
REL00494,P0068,Ravi Bansal,P0466,Shreya Patel,17,2026-08-26; 2025-02-28; 2025-07-17; 2024-06-27; 2025-10-28; 2026-06-10; 2026-02-27; 2024-10-30; 2026-05-02; 2024-11-02; 2026-05-12; 2025-06-23; 2024-11-30; 2026-02-09; 2026-08-27; 2024-01-31; 2025-11-07,99; 997; 361; 1117; 1099; 1411; 1246; 754; 1217; 436; 1373; 1384; 1016; 1352; 624; 241; 214,14941,3,2025-03-05; 2025-07-06; 2024-01-03,57441; 16723; 52446,126610.0,5,2026-05-29; 2024-04-22; 2024-06-24; 2026-03-30; 2025-04-28,Jaipur; Jaipur; Gurugram; Delhi; Lucknow,0,0.2116,Acquaintance,"Observed interaction between Ravi Bansal and Shreya Patel. Available records include 17 calls, 3 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00495,P0137,Ravi Singh,P0018,Neha Singh 52566,24,2026-02-14; 2026-04-03; 2024-06-28; 2026-08-02; 2025-03-07; 2024-07-18; 2025-11-19; 2026-07-11; 2026-06-22; 2024-09-27; 2024-10-14; 2024-10-02; 2024-08-11; 2024-11-29; 2026-04-02; 2025-09-01; 2025-01-25; 2025-10-07; 2025-10-28; 2024-07-07; 2025-10-19; 2024-09-16; 2024-12-08; 2025-06-18,1453; 1742; 1052; 72; 226; 425; 82; 1566; 1588; 664; 1719; 1415; 1407; 352; 670; 392; 1406; 825; 500; 895; 1281; 98; 1259; 244,21333,2,2026-08-19; 2026-08-06,22474; 31206,53680.0,4,2025-04-14; 2025-01-07; 2024-09-11; 2024-01-10,Gurugram; Lucknow; Faridabad; Agra,0,0.358,Acquaintance,"Observed interaction between Ravi Singh and Neha Singh 52566. Available records include 24 calls, 2 transactions, and 4 meetings. Evidence does not establish a meaningful relationship."
REL00496,P0061,Neha Agarwal,P0256,Yash Gupta,17,2024-09-05; 2025-01-19; 2024-11-21; 2024-05-16; 2026-05-14; 2026-02-22; 2026-07-01; 2025-12-07; 2024-11-11; 2024-02-13; 2024-12-26; 2024-12-29; 2024-08-15; 2025-12-16; 2026-02-21; 2025-03-11; 2024-09-18,1086; 1603; 222; 1493; 1151; 1729; 960; 1677; 812; 1655; 630; 1451; 93; 557; 879; 1753; 1497,19248,8,2024-10-05; 2026-05-10; 2026-06-17; 2026-07-09; 2025-06-06; 2025-07-13; 2024-05-30; 2024-05-01,48173; 61214; 67327; 34606; 69865; 50423; 38234; 54437,424279.0,1,2025-02-24,Gurugram,0,0.5497,Colleague,"Observed interaction between Neha Agarwal and Yash Gupta. Available records include 17 calls, 8 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00497,P0131,Aman Agarwal,P0237,Yash Mehta 69394,1,2026-04-06,494,494,1,2025-09-10,20977,20977.0,3,2025-06-25; 2025-02-21; 2024-10-17,Agra; Noida; Gurugram,1,0.5618,Known Associate,Relationship evidence between Aman Agarwal and Yash Mehta 69394. Phone records show 1 calls. Transaction records show 1 transactions. Meeting records show 3 meetings.
REL00498,P0318,Saurabh Gupta,P0581,Aditya Patel 91545,26,2024-07-09; 2025-09-11; 2025-06-21; 2025-01-31; 2024-07-07; 2024-06-18; 2025-02-24; 2025-07-31; 2025-09-26; 2024-05-11; 2024-01-12; 2025-01-28; 2025-03-02; 2025-02-11; 2024-03-15; 2025-04-09; 2026-08-29; 2026-08-11; 2025-08-05; 2025-08-20; 2025-02-21; 2024-06-30; 2024-07-12; 2026-07-02; 2024-12-19; 2025-01-21,1309; 1268; 1290; 1406; 1741; 376; 1264; 1569; 1295; 1680; 1563; 1182; 567; 501; 716; 1599; 1192; 1564; 1037; 878; 1198; 1114; 1010; 1514; 1074; 983,30890,3,2025-09-17; 2024-07-10; 2025-01-16,58862; 3619; 41466,103947.0,2,2024-05-04; 2024-09-09,Faridabad; Lucknow,0,0.2604,Colleague,"Observed interaction between Saurabh Gupta and Aditya Patel 91545. Available records include 26 calls, 3 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00499,P0536,Abhishek Verma 42407,P0258,Saurabh Mehta,4,2024-07-23; 2025-09-09; 2025-06-24; 2026-02-02,214; 802; 633; 106,1755,0,,,0.0,2,2024-06-07; 2024-05-09,Jaipur; Delhi,1,0.4588,Former Partner,Relationship evidence between Abhishek Verma 42407 and Saurabh Mehta. Phone records show 4 calls. Transaction records show 0 transactions. Meeting records show 2 meetings.
REL00500,P0069,Vikram Malhotra,P0297,Karan Pandey 87097,0,,,0,2,2025-12-16; 2025-04-22,13571; 5310,18881.0,2,2026-05-10; 2025-09-23,Noida; Faridabad,0,0.262,Business Contact,"Observed interaction between Vikram Malhotra and Karan Pandey 87097. Available records include 0 calls, 2 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00501,P0233,Aditya Khanna,P0035,Akash Patel,28,2024-01-18; 2024-07-28; 2025-06-12; 2026-04-11; 2025-08-11; 2025-05-22; 2024-11-25; 2024-06-04; 2026-07-11; 2025-10-12; 2026-05-13; 2025-07-10; 2025-04-26; 2024-05-15; 2024-02-03; 2025-08-28; 2025-09-19; 2025-07-07; 2025-03-21; 2025-10-21; 2024-12-01; 2026-05-02; 2025-11-18; 2025-01-27; 2024-10-31; 2024-06-12; 2026-01-30; 2026-03-15,2852; 2976; 674; 1335; 166; 1469; 2663; 3025; 2778; 739; 347; 2244; 868; 1076; 1499; 3526; 1070; 246; 2455; 2104; 1867; 1873; 2612; 3398; 539; 2669; 1189; 2408,50667,2,2026-07-16; 2025-09-27,115035; 42794,157829.0,2,2026-07-26; 2026-08-18,Agra; Lucknow,0,0.5224,Business Contact,"Observed interaction between Aditya Khanna and Akash Patel. Available records include 28 calls, 2 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00502,P0035,Akash Patel,P0379,Neha Bansal,4,2024-03-28; 2025-04-30; 2025-11-05; 2025-01-08,271; 663; 22; 479,1435,0,,,0.0,0,,,0,0.2193,Known Associate,"Observed interaction between Akash Patel and Neha Bansal. Available records include 4 calls, 0 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
REL00503,P0419,Vikram Malhotra 25972,P0103,Akash Mehta,7,2025-05-06; 2024-06-05; 2026-02-14; 2026-02-21; 2025-10-29; 2026-07-26; 2026-01-20,677; 809; 317; 889; 886; 26; 337,3941,2,2024-09-10; 2026-03-25,10571; 16580,27151.0,2,2024-09-20; 2024-05-03,Gurugram; Meerut,1,0.5177,Former Partner,Relationship evidence between Vikram Malhotra 25972 and Akash Mehta. Phone records show 7 calls. Transaction records show 2 transactions. Meeting records show 2 meetings.
REL00504,P0075,Karan Sharma,P0199,Anjali Patel,14,2024-01-14; 2024-02-23; 2025-05-23; 2025-05-16; 2025-05-22; 2024-07-20; 2025-10-19; 2024-06-22; 2024-03-16; 2025-05-23; 2024-12-24; 2024-03-04; 2024-08-19; 2025-03-05,236; 1611; 1238; 1620; 1418; 427; 152; 360; 1483; 743; 1766; 1333; 1584; 1771,15742,3,2025-08-20; 2025-09-03; 2026-01-09,11303; 27988; 69585,108876.0,1,2025-05-10,Ghaziabad,1,0.6193,Known Associate,Relationship evidence between Karan Sharma and Anjali Patel. Phone records show 14 calls. Transaction records show 3 transactions. Meeting records show 1 meetings.
REL00505,P0042,Manish Mehta,P0195,Akash Singh 53091,5,2026-05-22; 2024-11-13; 2024-10-08; 2026-05-16; 2025-04-04,313; 583; 643; 20; 818,2377,0,,,0.0,1,2024-10-04,Chandigarh,0,0.1566,Business Contact,"Observed interaction between Manish Mehta and Akash Singh 53091. Available records include 5 calls, 0 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00506,P0455,Nisha Kumar,P0548,Vikram Sharma,3,2024-03-08; 2026-08-03; 2026-06-25,25; 728; 877,1630,0,,,0.0,2,2025-04-26; 2025-02-27,Meerut; Noida,1,0.6832,Known Associate,Relationship evidence between Nisha Kumar and Vikram Sharma. Phone records show 3 calls. Transaction records show 0 transactions. Meeting records show 2 meetings.
REL00507,P0074,Deepak Pandey,P0483,Nisha Patel 11594,0,,,0,2,2026-05-23; 2026-03-10,12207; 3443,15650.0,2,2025-05-09; 2025-12-12,Ghaziabad; Gurugram,0,0.3037,Acquaintance,"Observed interaction between Deepak Pandey and Nisha Patel 11594. Available records include 0 calls, 2 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00508,P0356,Deepak Singh 8974,P0081,Aman Chauhan,16,2025-09-11; 2026-04-13; 2024-03-16; 2025-07-25; 2026-03-24; 2024-12-28; 2025-06-05; 2024-01-02; 2024-12-18; 2024-12-20; 2025-07-11; 2026-01-29; 2024-03-21; 2026-01-16; 2026-01-24; 2026-04-07,510; 1434; 3540; 1970; 1187; 1231; 3062; 3399; 2656; 1727; 2860; 1618; 1139; 2586; 2849; 599,32367,7,2026-08-01; 2025-02-11; 2024-02-18; 2025-10-24; 2025-05-18; 2026-04-20; 2025-04-29,10705; 23258; 84725; 12964; 164096; 74442; 243900,614090.0,2,2026-04-28; 2026-03-31,Delhi; Faridabad,0,0.3116,Business Contact,"Observed interaction between Deepak Singh 8974 and Aman Chauhan. Available records include 16 calls, 7 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00509,P0320,Divya Gupta 27724,P0121,Arjun Yadav,2,2025-09-10; 2026-08-03,827; 748,1575,0,,,0.0,0,,,0,0.1956,Former Partner,"Observed interaction between Divya Gupta 27724 and Arjun Yadav. Available records include 2 calls, 0 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
REL00510,P0183,Priya Agarwal,P0084,Yash Khanna,5,2026-02-26; 2024-06-13; 2026-02-24; 2026-08-20; 2026-01-26,3115; 283; 1097; 2224; 1642,8361,4,2026-07-26; 2026-04-20; 2025-07-11; 2025-07-21,114684; 189435; 83059; 174716,561894.0,5,2025-12-11; 2026-01-31; 2024-01-22; 2025-11-06; 2025-03-31,Lucknow; Lucknow; Delhi; Gurugram; Jaipur,0,0.3126,Colleague,"Observed interaction between Priya Agarwal and Yash Khanna. Available records include 5 calls, 4 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00511,P0347,Vikram Chauhan 66905,P0093,Rahul Gupta 92105,14,2026-01-09; 2024-08-30; 2024-12-16; 2026-01-08; 2025-03-03; 2024-05-15; 2024-07-23; 2024-02-26; 2026-08-12; 2024-07-13; 2025-09-11; 2025-04-24; 2024-11-03; 2024-09-26,1800; 102; 1090; 1098; 169; 1620; 1634; 1781; 944; 1058; 147; 1095; 1534; 1299,15371,7,2025-07-25; 2025-05-09; 2024-02-13; 2025-09-02; 2024-06-21; 2024-02-12; 2025-11-26,17398; 14144; 72890; 38981; 31144; 12336; 14042,200935.0,6,2024-07-23; 2025-11-28; 2026-05-26; 2026-07-21; 2024-05-28; 2026-04-10,Jaipur; Jaipur; Noida; Noida; Meerut; Lucknow,0,0.2965,Business Contact,"Observed interaction between Vikram Chauhan 66905 and Rahul Gupta 92105. Available records include 14 calls, 7 transactions, and 6 meetings. Evidence does not establish a meaningful relationship."
REL00512,P0347,Vikram Chauhan 66905,P0575,Arjun Agarwal 22041,2,2024-09-03; 2024-07-09,693; 142,835,0,,,0.0,1,2024-04-24,Agra,0,0.2331,Associate,"Observed interaction between Vikram Chauhan 66905 and Arjun Agarwal 22041. Available records include 2 calls, 0 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00513,P0034,Pooja Chauhan,P0303,Saurabh Yadav 49147,22,2024-11-17; 2024-08-19; 2025-09-07; 2026-07-15; 2025-04-26; 2025-11-25; 2024-01-08; 2025-05-02; 2025-05-03; 2024-10-06; 2025-01-07; 2025-12-29; 2024-10-12; 2024-10-30; 2025-05-06; 2026-01-13; 2025-12-15; 2026-03-19; 2024-02-28; 2026-06-03; 2025-06-28; 2025-11-26,2900; 3284; 683; 2743; 925; 447; 1937; 3194; 380; 1304; 1719; 3175; 420; 3490; 2649; 2464; 1508; 3106; 1118; 2481; 1235; 1845,43007,5,2026-06-16; 2026-03-22; 2025-05-12; 2026-04-03; 2025-01-31,117000; 44673; 238793; 116809; 57134,574409.0,2,2024-09-11; 2024-11-30,Agra; Jaipur,1,0.9623,Known Associate,Relationship evidence between Pooja Chauhan and Saurabh Yadav 49147. Phone records show 22 calls. Transaction records show 5 transactions. Meeting records show 2 meetings.
REL00514,P0373,Raj Sharma,P0238,Aman Khanna,9,2024-05-12; 2025-01-17; 2025-05-12; 2026-04-12; 2025-07-22; 2026-07-17; 2025-04-04; 2024-01-07; 2024-08-09,1710; 2237; 1763; 318; 1474; 3448; 332; 1731; 1088,14101,7,2024-02-12; 2025-02-09; 2025-02-09; 2024-09-01; 2025-03-20; 2026-04-29; 2024-01-09,107246; 21538; 43886; 201609; 149172; 242547; 178052,944050.0,1,2024-03-30,Jaipur,0,0.2931,Business Contact,"Observed interaction between Raj Sharma and Aman Khanna. Available records include 9 calls, 7 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00515,P0009,Aditya Patel,P0559,Nisha Sharma,8,2024-05-01; 2024-06-17; 2024-03-01; 2026-04-04; 2026-01-28; 2024-08-30; 2025-10-16; 2024-01-30,353; 807; 337; 107; 1305; 597; 754; 383,4643,1,2025-12-06,28218,28218.0,2,2026-02-24; 2026-08-23,Chandigarh; Meerut,0,0.3989,Acquaintance,"Observed interaction between Aditya Patel and Nisha Sharma. Available records include 8 calls, 1 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00516,P0376,Divya Gupta 4899,P0237,Yash Mehta 69394,23,2025-09-30; 2026-01-03; 2025-06-30; 2025-03-16; 2024-02-14; 2024-05-16; 2026-06-02; 2025-04-19; 2024-12-23; 2026-07-28; 2026-04-14; 2026-08-28; 2025-05-19; 2026-08-14; 2024-10-29; 2025-11-08; 2024-11-25; 2024-09-20; 2026-04-10; 2024-10-06; 2025-10-07; 2025-08-27; 2024-05-20,149; 713; 645; 1590; 1200; 1298; 636; 1480; 644; 734; 521; 1112; 245; 314; 1201; 93; 1351; 1209; 307; 1531; 1182; 1279; 857,20291,3,2024-12-22; 2025-10-06; 2024-12-24,71388; 29703; 39144,140235.0,4,2026-06-26; 2026-05-09; 2026-05-15; 2024-10-16,Meerut; Jaipur; Jaipur; Gurugram,0,0.5034,Business Contact,"Observed interaction between Divya Gupta 4899 and Yash Mehta 69394. Available records include 23 calls, 3 transactions, and 4 meetings. Evidence does not establish a meaningful relationship."
REL00517,P0380,Neha Patel,P0153,Aditya Patel 87721,20,2025-02-21; 2025-01-24; 2024-01-13; 2024-08-28; 2026-04-11; 2025-02-22; 2024-04-15; 2026-04-10; 2025-03-06; 2026-05-10; 2024-05-22; 2024-11-13; 2025-07-08; 2025-03-09; 2024-02-01; 2025-04-03; 2024-01-11; 2024-10-30; 2025-04-04; 2026-06-03,2742; 751; 3223; 1846; 1783; 185; 656; 925; 1567; 3395; 377; 1619; 2184; 1615; 231; 410; 1653; 935; 2908; 137,29142,8,2024-03-10; 2025-03-27; 2024-08-23; 2025-11-26; 2026-01-13; 2025-10-12; 2026-08-31; 2024-04-02,120928; 140298; 222064; 34612; 92846; 120951; 24147; 100927,856773.0,1,2025-06-23,Chandigarh,0,0.4002,Acquaintance,"Observed interaction between Neha Patel and Aditya Patel 87721. Available records include 20 calls, 8 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00518,P0383,Riya Yadav 14586,P0133,Deepak Bansal,13,2025-08-27; 2024-11-30; 2024-11-10; 2025-03-28; 2025-08-03; 2024-09-28; 2024-02-27; 2025-12-27; 2025-01-19; 2024-09-27; 2026-01-19; 2026-02-02; 2025-01-09,497; 258; 1452; 1722; 715; 1482; 1017; 1255; 171; 713; 1540; 1002; 312,12136,5,2025-08-09; 2026-08-13; 2026-01-22; 2024-03-22; 2026-02-15,70775; 71667; 54148; 58980; 41366,296936.0,1,2026-05-17,Jaipur,0,0.4033,Business Contact,"Observed interaction between Riya Yadav 14586 and Deepak Bansal. Available records include 13 calls, 5 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00519,P0440,Akash Yadav 88512,P0339,Rohan Yadav 13984,19,2026-06-21; 2024-11-26; 2025-12-31; 2025-09-13; 2025-05-21; 2024-09-27; 2025-10-04; 2025-11-17; 2025-07-26; 2025-04-16; 2025-02-09; 2025-07-14; 2024-01-08; 2025-01-18; 2025-12-04; 2025-04-24; 2024-02-20; 2026-03-01; 2024-07-09,1114; 3175; 2962; 2078; 3591; 2061; 3402; 3114; 483; 2340; 1206; 1120; 144; 3420; 2751; 530; 2428; 880; 791,37590,6,2024-01-27; 2025-09-09; 2025-01-03; 2025-03-18; 2025-05-15; 2024-09-04,66888; 59716; 232903; 224271; 47658; 190932,822368.0,3,2025-12-24; 2025-09-10; 2025-12-16,Chandigarh; Ghaziabad; Gurugram,1,0.7984,Known Associate,Relationship evidence between Akash Yadav 88512 and Rohan Yadav 13984. Phone records show 19 calls. Transaction records show 6 transactions. Meeting records show 3 meetings.
REL00520,P0415,Nisha Chauhan,P0297,Karan Pandey 87097,6,2024-09-02; 2026-02-20; 2024-06-16; 2026-04-15; 2025-02-08; 2026-08-15,1706; 1002; 830; 1324; 1275; 1396,7533,3,2024-07-10; 2024-09-21; 2024-06-18,59579; 64049; 33032,156660.0,5,2025-09-28; 2026-08-13; 2025-12-27; 2024-06-12; 2024-08-17,Lucknow; Meerut; Gurugram; Delhi; Gurugram,0,0.2834,Colleague,"Observed interaction between Nisha Chauhan and Karan Pandey 87097. Available records include 6 calls, 3 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00521,P0187,Karan Khan,P0023,Rahul Mehta,2,2024-03-07; 2025-03-09,651; 213,864,1,2024-08-21,6240,6240.0,0,,,1,0.6049,Former Partner,Relationship evidence between Karan Khan and Rahul Mehta. Phone records show 2 calls. Transaction records show 1 transactions. Meeting records show 0 meetings.
REL00522,P0301,Raj Verma,P0142,Vikram Chauhan,13,2025-09-11; 2025-08-28; 2025-06-21; 2024-06-01; 2026-06-29; 2025-09-14; 2024-01-10; 2026-03-29; 2025-11-19; 2025-05-09; 2024-12-05; 2026-04-19; 2024-11-24,232; 732; 1785; 610; 1473; 760; 319; 856; 177; 966; 722; 953; 1224,10809,3,2025-12-07; 2025-09-15; 2025-09-29,11101; 28442; 74235,113778.0,1,2024-08-14,Noida,1,0.5597,Colleague,Relationship evidence between Raj Verma and Vikram Chauhan. Phone records show 13 calls. Transaction records show 3 transactions. Meeting records show 1 meetings.
REL00523,P0403,Karan Bansal,P0292,Nisha Khanna 23227,11,2026-01-12; 2026-03-08; 2024-06-03; 2026-07-24; 2024-05-11; 2025-05-19; 2025-04-05; 2025-04-23; 2025-04-23; 2024-08-11; 2024-07-27,428; 1816; 3093; 2193; 2986; 258; 1751; 1765; 1343; 3110; 2078,20821,3,2024-01-29; 2026-08-05; 2026-04-01,126116; 10904; 64351,201371.0,2,2025-07-25; 2025-01-05,Delhi; Ghaziabad,0,0.3325,Acquaintance,"Observed interaction between Karan Bansal and Nisha Khanna 23227. Available records include 11 calls, 3 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00524,P0036,Vivaan Agarwal,P0344,Priya Patel,15,2025-10-07; 2024-10-21; 2024-03-27; 2026-01-15; 2026-04-23; 2024-02-08; 2025-10-17; 2025-04-29; 2026-03-21; 2025-12-26; 2024-10-31; 2026-01-15; 2024-02-24; 2024-05-15; 2026-07-08,2151; 1226; 195; 2886; 2774; 1899; 2058; 3321; 3227; 1622; 2193; 804; 1873; 1977; 1841,30047,3,2024-05-21; 2025-01-15; 2025-08-05,10634; 230687; 122643,363964.0,5,2026-04-30; 2024-06-12; 2024-01-15; 2026-05-12; 2024-02-10,Ghaziabad; Jaipur; Ghaziabad; Lucknow; Meerut,0,0.422,Business Contact,"Observed interaction between Vivaan Agarwal and Priya Patel. Available records include 15 calls, 3 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00525,P0414,Shreya Sharma,P0269,Akash Malhotra,28,2024-11-18; 2025-09-01; 2025-05-12; 2025-10-23; 2025-08-23; 2024-08-01; 2024-04-16; 2025-06-19; 2026-08-05; 2024-08-10; 2025-08-24; 2025-12-16; 2026-02-27; 2025-08-07; 2025-11-26; 2025-05-11; 2026-02-05; 2025-08-11; 2026-05-08; 2025-07-08; 2025-12-26; 2024-10-11; 2026-05-12; 2025-09-04; 2026-03-19; 2024-03-20; 2024-09-20; 2025-09-05,3012; 2192; 1870; 260; 2533; 3151; 2660; 1410; 3453; 1404; 178; 1275; 2566; 2996; 3398; 2830; 970; 705; 3493; 1827; 3294; 1907; 1334; 1006; 642; 659; 3172; 1031,55228,2,2025-08-27; 2024-09-20,244143; 109878,354021.0,3,2024-04-13; 2024-05-13; 2024-04-13,Gurugram; Lucknow; Agra,0,0.4464,Colleague,"Observed interaction between Shreya Sharma and Akash Malhotra. Available records include 28 calls, 2 transactions, and 3 meetings. Evidence does not establish a meaningful relationship."
REL00526,P0547,Deepak Sharma 15265,P0077,Amit Kumar,8,2026-08-13; 2024-12-13; 2024-08-21; 2024-09-14; 2024-01-17; 2024-01-05; 2025-12-17; 2024-03-15,867; 2925; 1964; 1909; 3156; 2983; 789; 683,15276,6,2026-07-20; 2024-07-16; 2026-04-16; 2025-08-28; 2025-06-27; 2025-12-21,249971; 89740; 140471; 88688; 55252; 226717,850839.0,5,2026-06-29; 2026-08-09; 2025-10-14; 2024-06-14; 2024-12-15,Jaipur; Chandigarh; Lucknow; Chandigarh; Noida,0,0.4965,Acquaintance,"Observed interaction between Deepak Sharma 15265 and Amit Kumar. Available records include 8 calls, 6 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00527,P0514,Sneha Bansal 30951,P0539,Kavya Kumar 47061,8,2025-06-22; 2025-10-20; 2025-07-13; 2025-10-26; 2025-05-09; 2024-02-29; 2024-12-03; 2025-11-04,1179; 1796; 654; 198; 854; 1129; 161; 847,6818,1,2025-12-15,12097,12097.0,4,2026-01-18; 2024-07-23; 2025-12-15; 2026-01-10,Faridabad; Agra; Meerut; Jaipur,1,0.651,Colleague,Relationship evidence between Sneha Bansal 30951 and Kavya Kumar 47061. Phone records show 8 calls. Transaction records show 1 transactions. Meeting records show 4 meetings.
REL00528,P0589,Vikram Sharma 51362,P0550,Arjun Mehta,17,2025-03-14; 2025-12-04; 2025-03-30; 2025-09-30; 2024-10-02; 2025-08-03; 2026-03-04; 2026-03-26; 2025-01-31; 2024-07-16; 2026-06-23; 2025-11-25; 2025-07-08; 2024-09-04; 2024-01-04; 2026-05-26; 2025-09-27,1941; 751; 944; 1737; 3413; 608; 327; 3558; 2344; 363; 2470; 696; 1828; 462; 1693; 1761; 662,25558,1,2024-01-08,35940,35940.0,6,2025-03-04; 2024-11-26; 2024-12-30; 2026-07-11; 2024-11-22; 2026-01-20,Chandigarh; Lucknow; Jaipur; Faridabad; Meerut; Chandigarh,0,0.4329,Acquaintance,"Observed interaction between Vikram Sharma 51362 and Arjun Mehta. Available records include 17 calls, 1 transactions, and 6 meetings. Evidence does not establish a meaningful relationship."
REL00529,P0536,Abhishek Verma 42407,P0409,Saurabh Khan,14,2024-12-26; 2024-04-12; 2024-06-25; 2024-09-17; 2025-04-26; 2025-03-17; 2024-10-08; 2024-01-06; 2024-01-08; 2024-02-23; 2025-01-30; 2025-06-20; 2025-04-02; 2024-12-11,1127; 1671; 1717; 909; 1715; 1147; 331; 656; 1459; 177; 791; 206; 909; 843,13658,2,2024-12-27; 2024-09-18,44610; 15960,60570.0,4,2024-06-06; 2024-06-28; 2026-07-02; 2024-09-19,Faridabad; Faridabad; Noida; Lucknow,1,0.7443,Business Contact,Relationship evidence between Abhishek Verma 42407 and Saurabh Khan. Phone records show 14 calls. Transaction records show 2 transactions. Meeting records show 4 meetings.
REL00530,P0484,Neha Sharma 39583,P0304,Aarav Chauhan 8582,21,2025-06-25; 2025-02-20; 2026-07-23; 2025-07-01; 2025-03-12; 2024-01-18; 2025-06-08; 2026-03-05; 2024-08-26; 2026-05-06; 2024-11-21; 2026-04-20; 2025-04-26; 2026-06-07; 2024-02-12; 2026-01-17; 2024-03-06; 2025-04-08; 2024-01-21; 2024-09-08; 2025-02-22,914; 306; 2668; 1341; 3437; 1216; 750; 989; 2219; 2753; 1804; 368; 830; 305; 3385; 2961; 1483; 3115; 318; 2334; 2624,36120,6,2026-01-23; 2025-07-01; 2024-08-16; 2024-02-01; 2025-09-15; 2026-03-06,238760; 82870; 205744; 28130; 65729; 80546,701779.0,3,2025-11-15; 2025-08-15; 2024-01-13,Agra; Jaipur; Noida,1,0.9394,Associate,Relationship evidence between Neha Sharma 39583 and Aarav Chauhan 8582. Phone records show 21 calls. Transaction records show 6 transactions. Meeting records show 3 meetings.
REL00531,P0488,Amit Yadav 82318,P0497,Riya Gupta 73025,20,2025-07-22; 2024-10-02; 2024-04-22; 2024-08-02; 2025-01-06; 2025-02-02; 2025-09-16; 2024-10-03; 2025-06-23; 2024-01-14; 2024-11-01; 2024-11-21; 2026-07-25; 2024-02-13; 2025-04-20; 2024-07-28; 2024-12-28; 2026-02-10; 2026-02-27; 2025-01-21,3199; 2951; 2135; 1345; 2206; 178; 2467; 1438; 2160; 2742; 2737; 1032; 2467; 1148; 2892; 197; 1499; 2514; 3513; 2692,41512,3,2026-02-18; 2025-07-15; 2024-02-16,46793; 182454; 123297,352544.0,3,2024-01-02; 2024-06-21; 2026-01-04,Agra; Faridabad; Faridabad,0,0.2515,Business Contact,"Observed interaction between Amit Yadav 82318 and Riya Gupta 73025. Available records include 20 calls, 3 transactions, and 3 meetings. Evidence does not establish a meaningful relationship."
